section_id,message_ar,message_en
20,شراء السيارة ليس مجرد اقتناء جديد، بل بداية طريق يحمل طموحاتك على أرصفة الأيام فلتجعل من كل طريق تعبره ذاكرة لطيفة تسكن قلبك مبروك السيارة الجديدة، جعلها الله بركة وخيرًا في حياتك.,"Congratulations on your new car! May every road lead you to safety, growth, and new experiences, and may this step open wider paths toward your dreams."
20,حين تمتلك سيارة جديدة، كأنك تفتح بابًا نحو حرية أكبر ومسافات أوسع ولتجعل من مقودها وسيلة تقودك لأحلامك قبل وجهاتك ألف مبروك، وجعلها الله مركب خير وسعادة.,"Congratulations on your new car! May every road lead you to safety, growth, and new experiences, and may this step open wider paths toward your dreams."
20,السيارة الجديدة ليست آلة، إنها رفيقة درب ستشهد ابتساماتك وصمتك وطرقك الأولى ولتجعل منها رفيقة لا تخذلك في أصعب المنعطفات مبروك، وجعل الله هذه الخطوة بداية نجاحات أكبر.,"Congratulations on your new car! May every road lead you to safety, growth, and new experiences, and may this step open wider paths toward your dreams."
20,كل سيارة جديدة تحمل وعدًا بسفرٍ لم يحدث بعد، وبداياتٍ تنتظر أن تُكتب ولتجعل من كل رحلة قصة تستحق أن تُروى تهانينا القلبية، ونسأل الله أن يحفظك في كل طريق.,"Congratulations on your new car! May every road lead you to safety, growth, and new experiences, and may this step open wider paths toward your dreams."
20,اقتناء سيارة جديدة يشبه خطوة ناضجة نحو حياة أكثر استقلالًا وثقة ولتنطلق بثقة نحو كل هدف كنت تؤجله يومًا مبروك، وطرقًا ميسرة وآمنة بإذن الله.,"Congratulations on your new car! May every road lead you to safety, growth, and new experiences, and may this step open wider paths toward your dreams."
20,السيارة الجديدة صفحة بيضاء ستكتب فوقها قصصك القادمة ولتكن سرعتها شاهدة على خطواتك الواثقة تهانينا، ورحلات مليئة بالطمأنينة بإذن الله.,"Congratulations on your new car! May every road lead you to safety, growth, and new experiences, and may this step open wider paths toward your dreams."
20,الطريق يصبح أوسع حين تمتلك مركبة ترافقك حيث تشاء ولتكتشف أن الطرق ليست مسافات فقط، بل تجارب أيضًا مبارك، وجعل الله طرقك كلها أمانًا وسعادة.,"Congratulations on your new car! May every road lead you to safety, growth, and new experiences, and may this step open wider paths toward your dreams."
20,السيارة الجديدة ليست رفاهية فقط، بل مساحة أمان تنقلك بثبات ولتكن رحلاتك القادمة مليئة بالهدوء والاكتشاف تهانينا، وجعلها الله وسيلة تقربك لأمنياتك.,"Congratulations on your new car! May every road lead you to safety, growth, and new experiences, and may this step open wider paths toward your dreams."
20,شراء السيارة الجديدة باب يفتح نحو خيارات أكثر ومسؤولية أجمل ولتحمل في المقاعد الخلفية ضحكات من تحب وأمانهم مبارك، ونسأل الله أن يكتب لك فيها الخير حيثما اتجهت.,"Congratulations on your new car! May every road lead you to safety, growth, and new experiences, and may this step open wider paths toward your dreams."
20,البدايات دائمًا جميلة، وخاصة حين تكون ممزوجة برائحة سيارة جديدة ولتنعم بكل لحظة تقود فيها نحو مستقبل أوسع ألف مبروك، ومنها للأعلى دائمًا بعون الله.,"Congratulations on your new car! May every road lead you to safety, growth, and new experiences, and may this step open wider paths toward your dreams."
20,شراء السيارة ليس مجرد اقتناء جديد، بل بداية طريق يحمل طموحاتك على أرصفة الأيام فلتجعل من كل طريق تعبره ذاكرة لطيفة تسكن قلبك مبروك السيارة الجديدة، جعلها الله بركة وخيرًا في حياتك.,"Congratulations on your new car! May every road lead you to safety, growth, and new experiences, and may this step open wider paths toward your dreams."
20,حين تمتلك سيارة جديدة، كأنك تفتح بابًا نحو حرية أكبر ومسافات أوسع ولتجعل من مقودها وسيلة تقودك لأحلامك قبل وجهاتك ألف مبروك، وجعلها الله مركب خير وسعادة.,"Congratulations on your new car! May every road lead you to safety, growth, and new experiences, and may this step open wider paths toward your dreams."
