section_id,message_ar,message_en
5,حبي لك لا يعرف الحدود، أنت روحي وقلبي ونبضي.,"My love for you knows no bounds; you are my soul, my heart, and my pulse."
5,أنت أجمل صدفة في حياتي، بل أجمل قدر كتب لي.,"You are the most beautiful coincidence in my life, the most wonderful fate written for me."
5,"حين أراك، يزهر قلبي كما يزهر الربيع بعد شتاء طويل.","When I see you, my heart blooms like spring after a long winter."
5,لو كان الحب كلمات تكتب، لنفدت أحبار الدنيا، لكن الحب أرواح توهب.,"If love were words to be written, all the ink in the world would run out. But love is souls that are gifted."
5,"كل شيء في حياتي ناقص إلا أنت، فأنت كمالي وسعادتي الأبدية.",Everything in my life is incomplete except for you; you are my perfection and eternal happiness.
5,في عينيك وطن، وفي قلبك حياة، وفي صوتك طمأنينة لا توصف.,"In your eyes, a homeland; in your heart, a life; in your voice, an indescribable peace."
5,الحب ليس أن ننظر إلى بعضنا، بل أن ننظر معًا في نفس الاتجاه.,"Love is not just looking at each other, but looking together in the same direction."
5,عيناك بحر، وأنا الغريق فيهما، فلا تنقذيني، أريد الغرق أكثر.,"Your eyes are an ocean, and I am drowning in them. Don't save me, I want to sink deeper."
5,بين نبضات قلبي تختبئ صورتك، وبين أنفاسي يسكن اسمك.,"Between my heartbeats, your image hides; in my breaths, your name dwells."
5,لو علمت كم أحبك، لخجل القمر من نوره، ولحسدتك النجوم على سحرك.,"If you knew how much I love you, the moon would shy away from its glow, and the stars would envy your charm."
5,"أحبك بعدد النجوم في السماء، بعدد الرمال في الصحراء، بعدد قطرات المطر في الشتاء.","I love you as many as the stars in the sky, as the grains of sand in the desert, as the raindrops in winter."
5,في كل نبضة من قلبي، همسة تنادي باسمك.,"With every heartbeat, a whisper calls your name."
5,كلما رأيتك، شعرت بأنني وجدت نصفي الآخر الذي كنت أبحث عنه طوال حياتي.,"Whenever I see you, I feel like I have found my other half that I have been searching for all my life."
5,أنت البداية والنهاية، أول الحلم وآخر الأمل، أنت العمر كله.,"You are the beginning and the end, the first dream and the last hope. You are my whole life."
5,لو أن الحب كلمات، لكنت كتبتها لك آلاف المرات، ولو أنه روح، لكنت وهبتك روحي.,"If love were words, I would have written them for you thousands of times. If it were a soul, I would have given you mine."
5,معك، الأيام تمر كأنها لحظات، واللحظات تبدو كأنها عمر بأكمله.,"With you, days pass like moments, and moments feel like an entire lifetime."
5,لم أكن أؤمن بالمعجزات حتى جئتِ أنتِ، فكنتِ أجمل معجزاتي.,I never believed in miracles until you came; you are my greatest miracle.
5,أحبك حبًا لا يكتب ولا يحكى، بل يشعر به القلب فقط.,"I love you with a love that cannot be written or spoken, only felt by the heart."
5,لا تسأليني لماذا أحبك، فأنا لا أعرف سوى أنك تسكنينني كما تسكن الروح الجسد.,"Don't ask me why I love you, for all I know is that you dwell in me as the soul dwells in the body."
5,كلما نظرت إليك، أرى مستقبلي الذي حلمت به طويلًا.,"Every time I look at you, I see the future I have long dreamed of."
5,"حبك يا حبيبي هو النور الذي يضيء ظلام أيامي، هو الوردة التي تتفتح في حديقة قلبي، هو النسمة التي تلامس روحي فبعث فيها الحياة.","Your love, my darling, is the light that brightens my darkest days, the rose that blooms in the garden of my heart, the breeze that touches my soul and brings it to life."
5,كل كلمة أحبك هي قصة جديدة أرويها لقلبي، كل نظرة منك هي عالم من المشاعر التي لا تنتهي، كل لحظة معك هي أغنية حب لا تُنسى.,"Every 'I love you' is a new story I tell my heart, every glance from you is a world of endless emotions, every moment with you is an unforgettable love song."
5,"أنت يا حبيبي القمر الذي يضيء ليلي، والبحر الذي يحتضن أحلامي، والشمس التي تدفئ قلبي. بدونك، الحياة مجرد ظلام بلا معنى.","You, my love, are the moon that lights up my night, the sea that embraces my dreams, the sun that warms my heart. Without you, life is just darkness without meaning."
5,حبك هو اللغة التي يفهمها قلبي دون كلمات، هو الموسيقى التي ترقص لها روحي، هو الشعر الذي أكتبه بدمعي وضحكتي.,"Your love is the language my heart understands without words, the music my soul dances to, the poetry I write with my tears and laughter."
5,"أحبك كما تحب النجوم السماء، كما تحب الأزهار الربيع، كما تحب القلوب النبضة. أنت كل شيء جميل في هذا الكون.","I love you as the stars love the sky, as the flowers love spring, as hearts love the beat. You are everything beautiful in this universe."
5,أنت يا حبيبي القصيدة التي لم تكتمل بعد، اللوحة التي لم ترسمها أيادي فنان، الأغنية التي لم تغنيها أي شفاه. أنت سر جمال الحياة.,"You, my love, are the poem that is not yet complete, the painting that no artist has drawn, the song that no lips have sung. You are the secret of life's beauty."
5,"حبك هو النهر الذي يجري في عروقي، هو الجبل الذي يحمي قلبي، هو السماء التي تحتضن أحلامي. أنت كل ما أريد.","Your love is the river that flows in my veins, the mountain that protects my heart, the sky that embraces my dreams. You are all I want."
5,كل يوم معك هو فصل جديد من قصة حبنا، كل لحظة هي كلمة جديدة في قاموس مشاعرنا، كل نظرة هي صفحة جديدة في كتاب حياتنا.,"Every day with you is a new chapter in our love story, every moment is a new word in the dictionary of our emotions, every glance is a new page in the book of our lives."
5,"أنت يا حبيبي القمر الذي يضيء دربي، والبحر الذي يغسل همومي، والشمس التي تذيب أحزاني. أنت كل ما أحتاجه.","You, my love, are the moon that lights my path, the sea that washes away my worries, the sun that melts my sorrows. You are all I need."
5,حبك هو النور الذي يهديني في الظلام، هو الوردة التي تعطر أيامي، هو النغمة التي ترافق قلبي في كل خطوة.,"Your love is the light that guides me in the dark, the rose that perfumes my days, the melody that accompanies my heart with every step."
5,"أنت يا حبيبي القصيدة التي أرددها كل يوم، اللوحة التي أتأملها كل ليلة، الأغنية التي أسمعها في كل لحظة. أنت كل شيء.","You, my love, are the poem I recite every day, the painting I contemplate every night, the song I hear in every moment. You are everything."
5,"حبك هو النور الذي يضيء قلبي، هو الوردة التي تعطر روحي، هو النغمة التي ترافقني في كل خطوة أخطوها في هذه الحياة.","Your love is the light that illuminates my heart, the rose that perfumes my soul, the melody that accompanies me with every step I take in this life."
5,"أنت يا حبيبي القمر الذي يضيء ليلي، والبحر الذي يحتضن أحلامي، والشمس التي تدفئ قلبي. بدونك، الحياة مجرد ظلام بلا معنى.","You, my love, are the moon that lights up my night, the sea that embraces my dreams, the sun that warms my heart. Without you, life is just darkness without meaning."
5,حبك هو اللغة التي يفهمها قلبي دون كلمات، هو الموسيقى التي ترقص لها روحي، هو الشعر الذي أكتبه بدمعي وضحكتي.,"Your love is the language my heart understands without words, the music my soul dances to, the poetry I write with my tears and laughter."
5,"أحبك كما تحب النجوم السماء، كما تحب الأزهار الربيع، كما تحب القلوب النبضة. أنت كل شيء جميل في هذا الكون.","I love you as the stars love the sky, as the flowers love spring, as hearts love the beat. You are everything beautiful in this universe."
5,أنت يا حبيبي القصيدة التي لم تكتمل بعد، اللوحة التي لم ترسمها أيادي فنان، الأغنية التي لم تغنيها أي شفاه. أنت سر جمال الحياة.,"You, my love, are the poem that is not yet complete, the painting that no artist has drawn, the song that no lips have sung. You are the secret of life's beauty."
5,"حبك هو النهر الذي يجري في عروقي، هو الجبل الذي يحمي قلبي، هو السماء التي تحتضن أحلامي. أنت كل ما أريد.","Your love is the river that flows in my veins, the mountain that protects my heart, the sky that embraces my dreams. You are all I want."
5,كل يوم معك هو فصل جديد من قصة حبنا، كل لحظة هي كلمة جديدة في قاموس مشاعرنا، كل نظرة هي صفحة جديدة في كتاب حياتنا.,"Every day with you is a new chapter in our love story, every moment is a new word in the dictionary of our emotions, every glance is a new page in the book of our lives."
5,"أنت يا حبيبي القمر الذي يضيء دربي، والبحر الذي يغسل همومي، والشمس التي تذيب أحزاني. أنت كل ما أحتاجه.","You, my love, are the moon that lights my path, the sea that washes away my worries, the sun that melts my sorrows. You are all I need."
5,حبك هو النور الذي يهديني في الظلام، هو الوردة التي تعطر أيامي، هو النغمة التي ترافق قلبي في كل خطوة.,"Your love is the light that guides me in the dark, the rose that perfumes my days, the melody that accompanies my heart with every step."
5,"أنت يا حبيبي القصيدة التي أرددها كل يوم، اللوحة التي أتأملها كل ليلة، الأغنية التي أسمعها في كل لحظة. أنت كل شيء.","You, my love, are the poem I recite every day, the painting I contemplate every night, the song I hear in every moment. You are everything."
5,"حبك هو النور الذي يضيء قلبي، هو الوردة التي تعطر روحي، هو النغمة التي ترافقني في كل خطوة أخطوها في هذه الحياة.","Your love is the light that illuminates my heart, the rose that perfumes my soul, the melody that accompanies me with every step I take in this life."
5,"أنت يا حبيبي القمر الذي يضيء ليلي، والبحر الذي يحتضن أحلامي، والشمس التي تدفئ قلبي. بدونك، الحياة مجرد ظلام بلا معنى.","You, my love, are the moon that lights up my night, the sea that embraces my dreams, the sun that warms my heart. Without you, life is just darkness without meaning."
5,حبك هو اللغة التي يفهمها قلبي دون كلمات، هو الموسيقى التي ترقص لها روحي، هو الشعر الذي أكتبه بدمعي وضحكتي.,"Your love is the language my heart understands without words, the music my soul dances to, the poetry I write with my tears and laughter."
5,"أحبك كما تحب النجوم السماء، كما تحب الأزهار الربيع، كما تحب القلوب النبضة. أنت كل شيء جميل في هذا الكون.","I love you as the stars love the sky, as the flowers love spring, as hearts love the beat. You are everything beautiful in this universe."
5,أنت يا حبيبي القصيدة التي لم تكتمل بعد، اللوحة التي لم ترسمها أيادي فنان، الأغنية التي لم تغنيها أي شفاه. أنت سر جمال الحياة.,"You, my love, are the poem that is not yet complete, the painting that no artist has drawn, the song that no lips have sung. You are the secret of life's beauty."
5,"حبك هو النهر الذي يجري في عروقي، هو الجبل الذي يحمي قلبي، هو السماء التي تحتضن أحلامي. أنت كل ما أريد.","Your love is the river that flows in my veins, the mountain that protects my heart, the sky that embraces my dreams. You are all I want."
